index	syllables	pieces	method	preview
67	43	1	STAGE2_MANUAL	རྗོད་བྱེད་འདི་ཁོང་དུ་ཆུད་པ་ན་བྱང་སྡོམ་དེའི་མ་ཐོབ་པ་འཐོབ་བྱེད
68	136	1	STAGE2_MANUAL	དེ་ལས་ཆོས་ཀྱི་སྐུ་མངའ་བའི་བདེ་བར་གཤེགས་པ་འཐོབ་པ་ནི་དགོས་པའི་
78	12	2	citation-split	བསྟན་པ་གནས་དང་དེའི་རྗེས་འཇུག།
གཞན་ཕྱིར་སྙིང་ནས་བརྩེ་བའོ།།
81	45	1	STAGE2_MANUAL	ཇི་ལྟར་ན་མདོ་ལས་ས་ཆེན་པོ་དང་སེན་མོའི་སྟེང་གི་སའི་དཔེ་མཛད་པ་ད
85	186	1	STAGE2_MANUAL	དེ་ལྟས་དགེ་བ་ཉམ་ཆུང་འདི་ལ་བརྟག། ཅེས་གསུངས་ཏེ། དེ་ལས་རང་འབྱོར
86	73	1	STAGE2_MANUAL	དེ་ལྟར་ན་དེ་བཞིན་གཤེགས་པའི་བྱིན་གྱིས་བརླབས་ཀྱིས་ཅི་ཞིག་ལྟར་ན
87	87	1	STAGE2_MANUAL	ཞེས་བྱུང་ངོ༌།། དེ་ལྟ་བས་ན་དགེ་བའི་བློ་སྐྱེ་བར་དཀའ་ཞིང་འཇིག་པ
88	52	1	STAGE2_MANUAL	ཇི་ལྟར་མི་བཏང་ཞེ་ན། ལུས་དང་སེམས་ཀྱི་གནས་སྐབས་ལ་བརྟག་པ་དང༌། ས
96	53	1	STAGE2_MANUAL	འདི་ལ་སྡིག་པ་དྲུངས་འབྱིན་པ་ནི་དོན་དམ་བྱང་སེམས་ཀྱི་ཕན་ཡོན་ཡིན
105	45	1	STAGE2_MANUAL	འོ་ན་བྱམས་པའི་སྟོབས་ཀྱི་སྐྱེས་རབས་སོགས་ཇི་ལྟ་ཞེ་ན། ཕ་རོལ་གྱི
108	65	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འཁོར་བའི་བདེ་བ་འདོད་པས་ཀྱང་སེམས་བསྐྱེད་པར་བྱ་ས
113	41	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྨོན་པའི་བྱང་ཆུབ་ཀྱི་སེམས་སྐྱེས་མ་ཐག་དེ་ཉིད་དུ
114	103	1	STAGE2_MANUAL	ཞེས་བཀུར་སྟིའི་གནས་སུ་འགྱུར་བའི་ཕྱིར་ཏེ། འདུལ་བའི་ལུང་ལས། རྒ
116	63	1	STAGE2_MANUAL	གསུམ་པ་དཔེ་དྲུག་གིས་བསྔགས་པ་ལ་དྲུག དམན་པ་མཆོག་ཏུ་བསྒྱུར་བ་གས
120	65	1	STAGE2_MANUAL	འདིར་སྡོང་པོ་བཀོད་པ་ན། གསེར་དུ་སྣང་བའི་དངུལ་ཆུ་ཞེས་ཡོད་ཀྱང༌།
123	79	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དཀའ་འགྲེལ་ཆེན་མོར། འགྲོ་བ་ཚོང་བརྡལ་པ་རྣམས་ལ་ཀྱ
133	130	1	STAGE2_MANUAL	འོ་ན་ལས་ཆུད་མི་འཛའ་བར་གསུངས་པ་དང་འགལ་ལོ་ཞེ་ན། མི་འགལ་ཏེ། བསོ
134	91	1	STAGE2_MANUAL	དྲུག་པ་ཕན་ཡོན་རྒྱས་པར་མདོ་ལས་བསྟན་ཚུལ་ནི། དེ་ཡི་ཕན་ཡོན་དཔག་ཏ
137	41	1	STAGE2_MANUAL	བཞི་པ་འཇུག་པའི་ཕན་ཡོན་ཁྱད་པར་དུ་བཤད་པ་ལ་ལྔ། དབྱེ་བ། མཚན་ཉིད།
143	66	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཇི་ལྟ་བུ་ཞེ་ན། ཡུལ་གཞན་དུ་འགྲོ་བར་འདོད་ལ། འ
151	72	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འདི་ལ་དཀའ་འགྲེལ་ཆུང་ངུར། སོ་སྐྱེ་ལ་འཇུག་སེམས་མ
152	125	1	STAGE2_MANUAL	དེས་ན་སོ་སོ་སྐྱེ་བོའི་སྐབས་ཁོ་ན་ལ་སྨོན་འཇུག་གཙོ་བོར་བཞག་པ་ཡི
155	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དཀོན་མཆོག་བརྩེགས་པའི་འདུས་པ་ཉེར་དྲུག་པ་ལག་བཟང་
161	46	1	STAGE2_MANUAL	ཞེས་སྡུག་བསྔལ་ཉི་ཚེ་བ་ཞིག་སེལ་བར་བསམས་པ་ལ་བསོད་ནམས་དཔག་ཏུ་མེ
170	50	1	STAGE2_MANUAL	བཞི་པ་འཇུག་པ་ཕན་ཡོན་ཆེ་བའི་འཐད་པ་ལྔ་བཤད་པ་ལ་ལྔ། སྦྱོར་བས་ཟིན
181	109	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཕན་པ་དང་མི་ཕན་པ་འཐོབ་སྤོང་ལ་སེམས་ཅན་རང་རང་མཁས་
187	76	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མི་རྣམས་ཞིང་དམན་པ་འགྲོ་བ་ཉུང་ཟད་ལ་དང༌། དུས་དམན
190	43	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་དག་ལྔ་ལས་ཟློག་པའི་དགེ་བ་བྱེད་པ་དེ་ནི་བསམ་གྱ
195	91	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དད་པའི་སྟོབས་སྐྱེད་པ་ལ་འཇུག་པ་ཕྱག་རྒྱའི་མདོ་ལས
200	49	1	STAGE2_MANUAL	ཞེས་དང༌། རབ་ཞི་རྣམ་ངེས་ཀྱི་མདོར། འཇམ་དཔལ་བྱང་ཆུབ་སེམས་དཔས་བྱ
201	76	1	STAGE2_MANUAL	གལ་ཏེ་དེ་བཞིན་གཤེགས་པ་ལ་ངན་སེམས་ཀྱི་ཁྲག་ཕྱུང་བས་ཀྱང་དེ་ལྟར་ས
204	42	1	STAGE2_MANUAL	བྱང་ཆུབ་སེམས་དཔའ་ལ་གནོད་པ་བྱས་པས་ནི་སངས་རྒྱས་ཉིད་རྩ་བ་དང་བཅས
205	124	1	STAGE2_MANUAL	འོན་ཀྱང་བྱང་ཆུབ་སེམས་དཔའ་ལ་དད་ན་བསོད་ནམས་དེ་བས་ཀྱང་ཆེས་ལྷག་པ
206	102	1	STAGE2_MANUAL	དོ་གལ་ཆེན་པོས་ཞེས་སོགས་ལ། འཆད་ལུགས་གཉིས་ཏེ། འགྲེལ་ཆེན་དང༌། བ
207	58	1	STAGE2_MANUAL	ཞེས་འབྲུ་བསྣན་ཞིང༌། ཕྱི་མ་དགེ་བའི་ལྷས་ནི། རྒྱལ་སྲས་རྣམས་ལ་ནི
208	135	1	STAGE2_MANUAL	མདོར་ན་བྱང་ཆུབ་ཀྱི་སེམས་ཁོ་ན་ཕན་ཡོན་མཐའ་ཡས་པར་གཟིགས་པས་བྱང་ཆ
213	47	1	STAGE2_MANUAL	ལེགས་བཤད་བསྡུས་པར། རས་སྣུམ་དང་དྲི་མས་དག་པ་ལ་ཚོན་འཛིན་པ་ལྟར་བ
264	68	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཚིགས་བཅད་གཅིག་གིས་གོས་དང་རྒྱན་ལྷན་ཅིག་ཏུ་སྨོས་
267	124	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྟོང་གསུམ་ཀུན་ཏུ་དྲི་ངད་ལྡང་བའི་སྤོས་ནི། འོག་མ
280	122	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གསེར་གྱི་པད་མ་ནི་གསེར་གྱི་ཀོང་བུ་པད་མའི་དབྱིབས
285	59	1	STAGE2_MANUAL	གཞལ་ཡས་ཁང་ནི་རིན་པོ་ཆེ་ཐམས་ཅད་པ་ལས་བྱས་པ་དཔག་ཚད་བརྒྱ་སྟོང་གི
290	27	2	citation-split	བཅུ་པ་གླུ་དང་རོལ་མོས་མཆོད་པ་ནི།
དེ་ལས་གཞན་ཡང་མཆོད་པའི་ཚོགས།།
295	139	1	STAGE2_MANUAL	རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག། ཅེས་གསུངས་ཏེ། དམ་ཆོས་དཀོན་མཆོག་ཐ
298	63	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། མདོར་ན་བདག་ཅག་གིས་ནི་ཇི་ལྟར་མཆོད་པར་བྱ་བ་དང་ཇི
299	44	1	STAGE2_MANUAL	ཞེས་བསམ་པ་སྟེ་འདི་དབང་བཅུ་རྫོགས་པ་རྣམས་ཀྱི་བློ་ཤིན་ཏུ་རྣམ་པར
316	67	1	STAGE2_MANUAL	བདག་ནི་བྱེད་པ་པོ་སྟེ་ལུས་གངྒཱའི་ཀླུང་གི་བྱེ་མ་སྙེད་ལ་སོགས་པར
317	55	1	STAGE2_MANUAL	སྔོན་སངས་རྒྱས་སྐར་རྒྱལ་རིའི་ཕུག་ན་ཟད་པར་མེའི་ཏིང་ངེ་འཛིན་ལ་བ
322	45	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཞིང་རྡུལ་ཀུན་གྱི་གྲངས་སྙེད་ཀྱི་ལུས་ནི་བདག་གི་ལ
328	47	1	STAGE2_MANUAL	འདི་ཇི་ལྟར་ནུས་ཤེ་ན། བསམ་པའི་དབང་གིས་ཏེ་སེམས་ཀུན་ནས་དད་པས་འད
329	62	1	STAGE2_MANUAL	ཅི་འདས་པའི་སངས་རྒྱས་རྣམས་ད་ལྟར་མེད་པ་མ་ཡིན་ནམ་ཞེ་ན། མ་ཡིན་ཏེ
330	65	1	STAGE2_MANUAL	བྱང་ཆུབ་སེམས་ཀྱི་གཞི་ནི་སྔོན་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱིས་གང་ད
331	42	1	STAGE2_MANUAL	ཞེས་གསུངས་པའི་ཕྱིར། མཆོད་རྟེན་ནི། བིམྤ་དང༌། ཁང་བུ་དང༌། རྒྱལ་
333	25	2	citation-split	གཉིས་པ་སྐྱབས་སུ་འགྲོ་བ་ནི།
བྱང་ཆུབ་སྙིང་པོར་མཆིས་ཀྱི་བར།།
སང
334	42	1	STAGE2_MANUAL	ཚོགས་ལའང་དེ་བཞིན་སྐྱབས་སུ་མཆི།། ཞེས་གསུངས་ཏེ། བྱང་ཆུབ་སྙིང་པ
348	43	1	STAGE2_MANUAL	དེ་ལ་དཀོན་མཆོག་གསུམ་ནི་བླ་ན་མ་མཆིས་པའི་ཞིང་དང༌། ཕ་ལ་སོགས་པ་ན
349	43	1	STAGE2_MANUAL	ཁྱད་པར་དགེ་འདུན་གྱི་རྫས་གང་ཟག་གིས་མ་བྱིན་པར་ལེན་པ་ནི། ཆེས་ལྕ
363	52	1	STAGE2_MANUAL	བཞི་པ་རྣམ་སྨིན་ལ་འཇིགས་པས་སུན་དབྱུང་བ་ལ་བདུན། མྱུར་དུ་འཆི་ངེ
394	235	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་བུ་འབྱུང་བར་ངེས་པ་སྐྱེས་པས་འཇིགས་ཤིང་སྐྲ
395	65	1	STAGE2_MANUAL	བདག་ཉིད་འབུལ་ཞེས་དང་བདག་ཉིད་ཀྱིས་ཞེས་པ་ནི་གཞན་གྱིས་བྱེད་དུ་བ
396	48	1	STAGE2_MANUAL	གོང་དུ་བྱང་ཆུབ་སྙིང་པོར་སོགས་ཀྱིས་སྐྱབས་སུ་སོང་བ་ནི་ལམ་ཐམས་ཅ
397	53	1	STAGE2_MANUAL	གསུམ་པ་གཉེན་པོ་ལ་འབད་པ་ལ་ལྔ། ཅིའི་ཕྱིར་བཀའ་ལས་མི་འདའ་ཞེས་པའི
424	13	2	citation-split	འདྲེན་པ་རྣམས་ཀྱིས་བདག་གི་སྡིག།
ནོངས་པ་ལགས་པར་བཟུང་དུ་གསོལ།།
430	69	1	STAGE2_MANUAL	བཞི་པ་རྗེས་སུ་ཡི་རང་བ་ལ་དྲུག། རྒྱུ་བསོད་ནམས་ཆ་མཐུན་ལ་ཡི་རང་བ
450	86	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཕྱོགས་བཅུའི་སངས་རྒྱས་གང་ད་ལྟར་མངོན་པར་རྫོགས་པར
452	119	1	STAGE2_MANUAL	ཞེས་བསྟན་པ་ལྟར། སངས་རྒྱས་ཁ་ཅིག་དེ་བས་ཡུན་ཐུང་བ་དང༌། ཁ་ཅིག་ལོ
455	153	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཆོས་ཀྱི་སྐུ་མྱ་ངན་ལས་འདའ་བ་མེད་ཀྱང་མཆོག་གི་སྤྲ
456	96	1	STAGE2_MANUAL	ཞེས་ལན་གསུམ་གསུངས་ཀྱང༌། ཀུན་དགའ་བོ་བདུད་ཀྱིས་ཐེབས་པས་ཅི་ཡང་མ
477	46	1	STAGE2_MANUAL	དེས་ན་སྤྱིར་སེམས་ཅན་གྱི་ནད་སོགས་སྡུག་བསྔལ་ཐམས་ཅད་དང་ཁྱད་པར་ན
485	65	1	STAGE2_MANUAL	སེམས་ཅན་རྣམས་ལ་བཏང་བ་མཆོག། ཞེས་པས་དེའི་འཐད་པ་སྟོན་ཏེ་དེ་རྣམས
488	61	1	STAGE2_MANUAL	ཞེས་པའི་ཚིགས་བཅད་གཉིས་ཀྱིས་བྱིན་པ་གོ་བར་བྱས་ཏེ། ད་ནི་ལུས་ལོང
489	51	1	STAGE2_MANUAL	རང་དོན་དུ་ཅུང་ཟད་མི་སྲུང་ངམ་ཞེ་ན། ཐམས་ཅད་གཏོང་བར་སོགས་ཏེ། བྱ
494	45	1	STAGE2_MANUAL	དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི། དོན་ཆེན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག། 17
499	44	1	STAGE2_MANUAL	ཀུན་གྱི་བྲན་དུ་འགྱུར་བར་ཤོག། ཅེས་གསུངས་པའི་ཚིགས་བཅད་གཉིས་ཀྱི
503	46	1	STAGE2_MANUAL	རྣམ་མང་ཉེར་འཚོའི་གཞིར་ཡང་ཤོག། ཅེས་གསུངས་པའི་ཚིགས་བཅད་གཉིས་ཀྱ
504	44	1	STAGE2_MANUAL	བུམ་པ་བཟང་པོ་ནི་སྔགས་ཀྱིས་བསྒྲུབས་ནས་གྲུབ་པ་ན་དེ་ནས་གང་འདོད་
537	111	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ནོར་བུ་རིན་པོ་ཆེ་ནི་གཅེས་སྤྲས་མང་པོས་མཛོ
549	19	2	citation-split	བཞི་པ་དུབ་པ་སེལ་བ་ནི།
སྲིད་ལམ་འཁྱམས་ཤིང་དུབ་པ་ཡི།།
འགྲོ་བ་ངལ
559	48	1	STAGE2_MANUAL	གཉིས་པ་ཤེས་སྒྲིབ་སེལ་བའི་ཕན་ཡོན་བསྟན་པ་ནི། འགྲོ་བའི་མི་ཤེས་ར
568	41	4	newline-expand	བྱང་ཆུབ་སེམས་མེད་རྒྱལ་འབྱུང་འཇིག་རྟེན་ཡོད་མེད་ན།།
འབྲས་བུ་བར
570	41	4	newline-expand	ཆུ་ཀླུང་མེད་ན་མེ་ཏོག་འབྲས་བུ་འབྱུང་མི་འགྱུར།།
རྒྱ་མཚོ་ལ་ཡང་ར
577	48	1	STAGE2_MANUAL	སྐྱོབ་པ་ཐམས་ཅད་ཀྱི་སྤྱན་སྔར་ཞེས་དཔང་པོ་ངེས་བཟུང་དུ་བྱས་པ་སྟེ
578	42	1	STAGE2_MANUAL	བདེ་གཤེགས་ཉིད་དང་ནི་བར་དུ་བདེ་བ་ལ་མགྲོན་དུ་བོས་པ་ནི་སྦྱིན་བྱ
580	44	1	STAGE2_MANUAL	དེ་ལྟར་ན་ཆར་པ་བབས་པ་ན་སཱ་ལུ་སྐྱེས་སོ་ཅེས་ཟེར་བ་ལྟར་རྒྱུ་འབྲས
582	49	1	STAGE2_MANUAL	ལེའུའི་འབྲེལ་ནི། དེ་ལྟར་བསམ་པ་ཕུན་སུམ་ཚོགས་པ་བྱང་ཆུབ་ཏུ་སེམས
600	53	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་དྲན་ཉེ་ལས། བསམས་ནས་མ་བྱིན་ན་ཡི་དྭགས་དང༌།
609	72	1	STAGE2_MANUAL	འགྲེལ་ཆེན་དུ། འོ་ན་ཤཱ་རིའི་བུས་སེམས་བསྐྱེད་ནས་སངས་རྒྱས་སྟོང་
612	122	1	STAGE2_MANUAL	དེ་ཡང་པད་དཀར་ལས། ཤཱ་རིའི་བུ་སྔོན་སེམས་བསྐྱེད་དེ་སངས་རྒྱས་སྟོ
613	41	4	newline-expand	གང་ཚེ་ང་ནི་ཕ་རོལ་ཕྱིན་པའི་མཆོག་འདི་དང༌།།
མཐུན་པར་སྨྲ་གྱུར་དེ
615	54	1	STAGE2_MANUAL	དེས་ན་བསྟན་བཅོས་མཛད་པ་པོ་ཉིད་ཀྱིས་སངས་རྒྱས་ཀྱི་ཐུན་མོང་མ་ཡིན
620	41	4	newline-expand	གལ་ཏེ་བསྐལ་བ་བྱེ་བར་དགེ་བའི་ལས་ལམ་བཅུ།།
སྤྱོད་ཀྱང་དགྲ་བཅོམ་ར
625	62	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། འགྲེལ་ཆེན་དུ། གང་གཞན་སྐད་ཅིག་འདི་ཡི་ནི།། ཞེས་འ
626	91	1	STAGE2_MANUAL	ཅིའི་ཕྱིར་ཞེ་ན། རབ་ཞི་རྣམ་ངེས་ཀྱི་ཆོ་འཕྲུལ་གྱི་མདོར། གཅིག་གི
633	45	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་སླར་བླངས་པས་སྐྱེའོ་སྙམ་ན་བརྩོན་འགྲུས་ཀྱི
650	51	1	STAGE2_MANUAL	སངས་རྒྱས་མང་དུ་འབྱུང་བས་དེ་དག་གིས་བདག་འདུལ་བར་འགྱུར་རོ་ཞེ་ན།
653	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་བཞིན་གཤེགས་པ་འབྱུང་བ་སོགས་གཞན་འབྱོར་ལྔ་དང༌།
656	48	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཐོབ་ཟིན་པ་འདིས་ཆོག་མོད་སྙམ་ན། ད་ལྟ་ནད་སོགས་ཀྱི
662	49	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ནི་མི་ཁོམ་པའི་གནས་ཡིན་པའི་ཕྱིར། དགེ་བའི་བློ
664	94	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ངན་འགྲོར་སྐྱེས་པའི་ཚེ་དགེ་བ་ནི་མིང་ཡང་མེད་ལ། ས
666	74	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཕྱིར་དལ་འབྱོར་རྙེད་དཀའ་བའི་ཚུལ། དགའ་བོ་ལ་
668	56	1	STAGE2_MANUAL	ཇི་ལྟར་འགའ་ཞིག་ཏུ་འདི་འདྲ་བའི་ཚོགས་པ་ཡོད་པར་གྱུར་པ་སྟེ། གཉའ་
672	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་བདག་གིས་སྡིག་པ་ཆེར་མ་བྱས་སོ་ཞེ་ན། ཕ་མ་གས
673	88	1	STAGE2_MANUAL	ཕ་མ་གསོད་པ་ལྟ་བུའང་རིང་དུ་འགོར་བ་མ་ཡིན་ཏེ། ལས་ཀྱི་དངོས་གཞི་འ
676	84	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཡང་རྣམ་སྨིན་གྱི་འབྲས་བུ་དེ་ཙམ་ཞིག་མྱོང་བ་ཁོ་ནས
677	55	1	STAGE2_MANUAL	གསུམ་པ་གཉེན་པོའི་དགེ་བ་ལ་འབད་དགོས་པར་བསྟན་པ་ལ་བཞི། མི་ལུས་ཐོ
686	163	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་དག་གི་དོན་ནི། དེ་བས་ན་ད་ལྟ་དལ་བ་རྙེད་དུས་འད
690	54	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་དལ་བ་ཡང་སྟེས་དབང་གིས་རྙེད། ཆོས་སྒྲུབ་པའི
698	89	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཅི་རྨོངས་པ་འདི་ལྟ་བུ་སྐྱེ་བའི་རྒྱུ་བདག་གི་ཁོང་
699	88	1	STAGE2_MANUAL	དེ་ལྟར་བརྟགས་པ་ན་དེ་ལྟ་བུ་ཅི་ཡང་མ་མཐོང་སྟེ། ཉོན་མོངས་པའི་སེམ
700	91	1	STAGE2_MANUAL	ཡང་བརྟགས་པ་ན་འདི་ལ་ནི་བདག་གི་སེམས་ལས་གཞན་པའི་རྟེན་ནི་འགའ་ཡང་
717	46	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དགྲ་དེ་ལྟ་བུ་བདག་གི་སྙིང་ངམ་སེམས་ལ་རྟག་པར་བཞག་
719	41	4	newline-expand	དེ་ལྟར་ཇི་སྲིད་བདག་གིས་དགྲ་འདི་མངོན་སུམ་དུ།།
ངེས་པར་མ་བཅོམ་ད
742	52	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྤང་བྱའི་ཉོན་མོངས་ལ་འཁོན་དུ་བཟུང་ནས་འཇོམས་པའི་
748	207	1	STAGE2_MANUAL	གཉིས་པ་རང་བཞིན་མེད་པར་བསྟན་པ་ནི། ཉོན་མོངས་རྣམས་ནི་ཡུལ་ན་མི་ག
753	56	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། སྔར་བཤད་པ་དེ་རྣམས་མ་བརྗེད་པར་ཚུལ་བཞིན་བསམས་ནས་
757	108	1	STAGE2_MANUAL	དང་པོ་ནི། དཀའ་འགྲེལ་ཆུང་ངུར། དེ་ཡང་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ
758	53	1	STAGE2_MANUAL	གཉིས་པ་དེས་ན་དྲན་པ་ཤེས་བཞིན་གྱི་སྒོ་ནས་སེམས་སྲུང་བའི་ཚུལ་ཁྲི
769	41	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འགྲེལ་ཆེན་ལས། དྲན་པ་དེ་ཉིད་ནི་ཐག་པ་དང་འདྲ་བ་སྟ
773	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྟག་སོགས་ཀྱི་གནོད་པ་ཡང་ལས་ཀྱིས་བསྐྱེད་ལ། ལས་ཀྱ
785	53	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་འགྲེལ་ཆེན་ལས། དངོས་པོའི་དེ་ཁོ་ན་ཉིད་གསུང
801	42	1	STAGE2_MANUAL	ཞེས་དང༌། རྡོ་རྗེ་སྙིང་པོའི་མདོར། འཇམ་དཔལ། སེམས་ཅན་དམྱལ་བ་པ་ར
803	97	1	STAGE2_MANUAL	ལྕགས་བསྲེགས་ས་གཞི་སུ་ཡིས་བྱས།། ཞེས་སོགས་ནི་རིགས་པས་ཀྱང་སྒྲུབ
804	47	1	STAGE2_MANUAL	དེས་ན་ཕྱི་རོལ་པ་རྣམས་ཚངས་པའི་ལུང་གིས་གྲུབ་པར་སྨྲ་བ་ལྟ་བུ་མ་ཡ
814	59	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སེར་སྣ་དང་བྲལ་བས་བདོག་པ་ཐམས་ཅད་ཆགས་མེད་དུ་ཐམས་
820	95	1	STAGE2_MANUAL	དེས་ན་ཕ་རོལ་ལ་ཕན་པར་གྱུར་ཀྱང་རུང་མ་གྱུར་ཡང་རུང་རང་ཉིད་ཀྱིས་ཕ
821	74	1	STAGE2_MANUAL	ཉན་ཐོས་ཀྱི་སྡོམ་པ་ལའང་སྲོག་གཅོད་སྤོང་བ་ལྟ་བུ་ཡུལ་སེམས་ཅན་ཐམས
822	53	1	STAGE2_MANUAL	གལ་ཏེ་ཚུལ་ཁྲིམས་སེམས་མ་ཡིན་ཏེ། སྡོམ་སྡོམ་མིན་བར་མ་ནི་བེམ་པོའ
826	69	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་གཞན་རྒྱུད་ཀྱི་ཁྲོ་བ་ཞི་བ་བཟོད་པའི་ཕར་ཕྱི
829	45	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དཔེར་ན་ཚེར་མ་ལས་སྐྱོབ་པའི་ཕྱིར། ས་སྟེང་ཀོ་བས་ག
832	44	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་བཞིན་དུ་གཞན་རྒྱུད་ཀྱི་ཁྲོ་བ་མཐའ་དག་བདག་གིས་
833	205	1	STAGE2_MANUAL	མདོར་ན་བྱང་ཆུབ་སེམས་དཔའ་ལ་ལུས་དང་ལོངས་སྤྱོད་ལ་བསྣུན་པ་དང་ཕྲོ
