index	kind	syllables	preview
30	prose	842	འཇིགས་དང་དགའ་སྟོན་སོགས་འབྲེལ་བས།། གལ་ཏེ་མི་ནུས་ཅི་བདེར་བྱ།། འདི་ལྟར་སྦྱིན་པའི་དུ
31	heading	10	#### གཉིས་པ་དོན་མེད་ཀྱི་སྤྱོད་པ་སྤང་བ་ནི།
32	prose	143	དོན་མེད་ས་རྐོ་རྩྭ་གཅོད་དང༌།། ས་རིས་འབྲི་སོགས་བྱེད་གྱུར་ན།། བདེ་གཤེགས་བསླབ་པ་དྲན་
33	heading	14	#### གཉིས་པ་ཉོན་མོངས་པའི་སེམས་ཀྱིས་བྱ་བ་ལ་མི་འཇུག་པ་ནི།
34	prose	26	གང་ཚེ་རང་ཡིད་ཆགས་པ་དང༌།། ཁྲོ་བར་མཐོང་བ་དེ་ཡི་ཚེ།། ལས་སུ་མི་བྱ་སྨྲ་མི་བྱ།། ཤིང་བཞ
35	heading	14	#### གསུམ་པ་རྒོད་བག་གི་སེམས་ཀྱིས་བྱ་བ་ལ་མི་འཇུག་པ་ནི།
36	prose	294	རྒོད་དང་ག་ཞར་བཅས་པ་དང༌།། གལ་ཏེ་ང་རྒྱལ་རྒྱགས་ལྡན་པའམ།། མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང༌།། 
37	heading	6	#### བཞི་པ་དོན་བསྡུ་བ་ནི།
38	prose	120	དེ་ལྟར་ཀུན་ནས་ཉོན་མོངས་དང༌།། དོན་མེད་བརྩོན་པའི་ཡིད་བརྟགས་ནས།། དེ་ཚེ་དཔའ་བོས་གཉེན
39	heading	9	#### གཉིས་པ་སེམས་ཀྱི་སྤྱོད་པ་སྲུང་བ་ནི།
40	prose	705	ཤིན་ཏུ་ངེས་དང་རབ་དད་དང༌།། བརྟན་དང་གུས་དང་ཞེ་སར་བཅས།། ངོ་ཚ་ཤེས་དང་འཇིགས་དང་བཅས།། 
41	heading	9	#### གསུམ་པ་སྙིང་པོ་མེད་པར་བསྟན་པ་ནི།
42	prose	120	ཐོག་མར་པགས་པའི་རིམ་པ་འདི།། རང་གི་བློ་ཡིས་ཐ་དད་ཕྱེ།། ཤ་ཡང་རུས་པའི་དྲ་བ་ལས།། ཤེས་ར
43	heading	9	#### བཞི་པ་མཁོ་བ་མེད་པར་བསྟན་པ་ནི།
44	prose	571	ཁྱོད་ཀྱི་མི་གཙང་བཟར་མི་རུང༌།། ཁྲག་ཀྱང་བཏུང་དུ་མི་རུང་ལ།། རྒྱུ་ལྟོའང་གཞིབ་ཏུ་མི་ར
45	heading	10	#### གཉིས་པ་རང་དོན་དུ་བཀོལ་བར་བསྟན་པ་ནི།
46	prose	340	འདི་ལྟར་ཁྱོད་ཀྱིས་བསྲུངས་ཀྱང་ནི།། འཆི་བདག་བརྩེ་བ་མེད་པ་ཡིས།། འཕྲོགས་ཏེ་བྱ་དང་ཁྱི
47	heading	10	#### གསུམ་པ་གཞན་དོན་ལ་བཀོལ་བར་བསྟན་པ་ནི།
48	prose	654	འགྲོ་དང་འོང་བའི་རྟེན་ཙམ་དུ།། ལུས་ལ་གྲུ་ཡི་བློ་བཞག་སྟེ།། སེམས་ཅན་རྣམས་དོན་སྒྲུབ་པ
49	heading	9	#### གཉིས་པ་གདམས་ངག་དང་དུ་བླང་བ་ནི།
50	prose	608	གཞན་ལ་གཞེན་བསྐུལ་འདེབས་མཁས་ཤིང༌།། མ་བཅོལ་ཕན་པ་བྱེད་པའི་ངག། གུས་པས་སྤྱི་བོས་བླང་བ
51	heading	12	#### གསུམ་པ་གཞན་གྱི་བསོད་ནམས་ལ་བསྟོད་པར་བྱ་བ་ནི།
52	prose	667	བསོད་ནམས་བྱེད་པ་མཐོང་གྱུར་ན།། བསྟོད་པས་ལེགས་པར་དགའ་བ་སྐྱེད།། ཅེས་གསུངས་ཏེ། གཞན་བ
53	heading	7	#### ལྔ་པ་མིག་གིས་ལྟ་ཚུལ་ནི།
54	prose	363	མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང༌།། འདི་དག་ཉིད་ལ་བརྟེན་ནས་བདག། སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞ
55	heading	12	#### གཉིས་པ་རང་ཉིད་ཁོ་ནས་སྒྲུབ་དགོས་པར་བསྟན་པ་ནི།
56	prose	63	མཁས་ཤིང་དགའ་དང་ལྡན་བྱས་ནས།། ལས་རྣམས་རྟག་ཏུ་བདག་གིས་བྱ།། ལས་རྣམས་ཀུན་ལ་སུ་ལ་ཡང༌།།
57	heading	17	#### གསུམ་པ་དགེ་བས་ཆོག་མི་ཤེས་པར་གོང་མ་ལ་བདམ་དགོས་པར་བསྟན་པ་ནི།
58	prose	1074	སྦྱིན་པའི་ཕ་རོལ་ཕྱིན་ལ་སོགས།། གོང་ནས་གོང་དུ་ཁྱད་ཞུགས་སྤྱད།། ཆུང་ངུའི་ཕྱིར་ནི་ཆེ་
59	heading	13	#### གཉིས་པ་དུས་མིན་དུ་ལུས་དངོས་སུ་མི་བཏང་བའི་ཚུལ་ནི།
60	prose	105029	ཡང་སྔོན་དུ་ལུས་སེམས་ཅན་ལ་བཏང་ཟིན་ན་ཅི་ད་སྲུང་ངམ་མི་སྲུང་ཞེ་ན། དམ་པའི་ཆོས་ནི་སྤྱོ
